<NOISE> 1.0	NSN
lāu-peh-sènn 1.0	l a u7 p e h_T4 s e nn_T3
lāu-peh-sìnn 1.0	l a u7 p e h_T4 s i nn_T3
lāu-phuānn 1.0	l a u7 ph u a nn_T7
lāu-ping 1.0	l a u7 p i ng1
lāu-piáu 1.0	l a u7 p i a u2
lāu-piáu-thâu 1.0	l a u7 p i a u2 th a u5
lāu-put-siu 1.0	l a u7 p u t_T4 s i u1
lāu-puè 1.0	l a u7 p u e3
lāu-pá-hì 1.0	l a u7 p a2 h i3
lāu-pîng-íu 1.0	l a u7 p i ng5 i u2
lāu-pò 1.0	l a u7 p er3
lāu-pô 1.0	l a u7 p er5
lāu-pô-á 1.0	l a u7 p er5 a2
lāu-pún 1.0	l a u7 p u nn2
lāu-pē 1.0	l a u7 p e7
lāu-pē-bú 1.0	l a u7 p e7 b_T u2
lāu-pē-ooh 1.0	l a u7 p e7 o h_T4
lāu-pōo-tiānn 1.0	l a u7 p o7 t i a nn_T7
lāu-sai 1.0	l a u7 s a i1
lāu-siam 1.0	l a u7 s i a m_T1
lāu-sian-senn 1.0	l a u7 s i a nn1 s e nn_T1
lāu-sian-sinn 1.0	l a u7 s i a nn1 s i nn_T1
lāu-sian-ê 1.0	l a u7 s i a nn1 e5
lāu-siap 1.0	l a u7 s i a p_T4
lāu-siat 1.0	l a u7 s i a t_T4
lāu-sia̍p 1.0	l a u7 s i a p_T8
lāu-sia̍p-tshut-khì 1.0	l a u7 s i a p_T8 tsh u t_T4 kh i3
lāu-sin 1.0	l a u7 s i nn1
lāu-sing 1.0	l a u7 s i ng1
lāu-siok 1.0	l a u7 s i er k_T4
lāu-siòng 1.0	l a u7 s i er ng3
lāu-su 1.0	l a u7 s u1
lāu-sue 1.0	l a u7 s u e1
lāu-suè 1.0	l a u7 s u e3
lāu-sè 1.0	l a u7 s e3
lāu-sìunn 1.0	l a u7 s i u nn_T3
lāu-sîn-tsāi-tsāi 1.0	l a u7 s i nn5 ts a i7 ts a i7
lāu-sī 1.0	l a u7 s i7
lāu-sī-kóng 1.0	l a u7 s i7 k er ng2
lāu-sī-tuā 1.0	l a u7 s i7 t u a7
lāu-sū 1.0	l a u7 s u7
lāu-ta-ke 1.0	l a u7 t a1 k e1
lāu-thian-tho̍h 1.0	l a u7 th i a nn1 th er h_T8
lāu-thuē 1.0	l a u7 th u e7
lāu-thài-pô 1.0	l a u7 th a i3 p er5
lāu-thài-thài 1.0	l a u7 th a i3 th a i3
lāu-thâu 1.0	l a u7 th a u5
lāu-ti-ko 1.0	l a u7 t i1 k er1
lāu-tiàm 1.0	l a u7 t i a m_T3
lāu-tiâng-sīu 1.0	l a u7 t i a ng5 s i u7
lāu-tiān 1.0	l a u7 t i a nn7
lāu-tsa-bóo 1.0	l a u7 ts a1 b_T o2
lāu-tshai-tshai 1.0	l a u7 tsh a i1 tsh a i1
lāu-tshang 1.0	l a u7 tsh a ng1
lāu-tshang-thâu 1.0	l a u7 tsh a ng1 th a u5
lāu-tshut-lâi 1.0	l a u7 tsh u t_T4 l a i5
lāu-tshâ-tsau 1.0	l a u7 tsh a5 ts a u1
lāu-tshíu 1.0	l a u7 tsh i u2
lāu-tshù 1.0	l a u7 tsh u3
lāu-tshù-pinn 1.0	l a u7 tsh u3 p i nn_T1
lāu-tshīu 1.0	l a u7 tsh i u7
lāu-tsik-kong 1.0	l a u7 ts i k_T4 k er ng1
lāu-tsing 1.0	l a u7 ts i ng1
lāu-tsiáu 1.0	l a u7 ts i a u2
lāu-tsiân-puè 1.0	l a u7 ts i a nn5 p u e3
lāu-tsiòng 1.0	l a u7 ts i er ng3
lāu-tsi̍t-puè 1.0	l a u7 ts i t_T8 p u e3
lāu-tsuí 1.0	l a u7 ts u i2
lāu-tsá-sí 1.0	l a u7 ts a2 s i2
lāu-tsâng 1.0	l a u7 ts a ng5
lāu-tsím-pô 1.0	l a u7 ts i m_T2 p er5
lāu-tsínn 1.0	l a u7 ts i nn_T2
lāu-tsíu 1.0	l a u7 ts i u2
lāu-tsóo-kong 1.0	l a u7 ts o2 k er ng1
lāu-tsóo-má 1.0	l a u7 ts o2 m a2
lāu-tsú-kòo 1.0	l a u7 ts u2 k o3
lāu-tuā 1.0	l a u7 t u a7
lāu-tuā-kong 1.0	l a u7 t u a7 k er ng1
lāu-tuā-lâng 1.0	l a u7 t u a7 l a ng5
lāu-tàu 1.0	l a u7 t a u3
lāu-táu 1.0	l a u7 t a u2
lāu-táu-hîng 1.0	l a u7 t a u2 h i ng5
lāu-tâu 1.0	l a u7 t a u5
lāu-té-miā 1.0	l a u7 t e2 m i a7
lāu-tò-kiu 1.0	l a u7 t er3 k i u1
lāu-tò-thuè 1.0	l a u7 t er3 th u e3
lāu-tò-thè 1.0	l a u7 t er3 th e3
lāu-tòng-gōng 1.0	l a u7 t er ng3 g_T er ng7
lāu-tōng 1.0	l a u7 t er ng7
lāu-uē 1.0	l a u7 u e7
lāu-á 1.0	l a u7 a2
lāu-ê 1.0	l a u7 e5
lāu-îu-tiâu 1.0	l a u7 i u5 t i a u5
lāu-ôo 1.0	l a u7 o5
lāu-ōo-á 1.0	l a u7 o7 a2
lāu-ūn 1.0	l a u7 u nn7
lāu-ḿ-à 1.0	l a u7 ms_T2 a3
lăi 1.0	l a i9
lē 1.0	l e7
lē-bûn 1.0	l e7 b_T u nn5
lē-guā 1.0	l e7 g_T u a7
lē-gî 1.0	l e7 g_T i5
lē-hing 1.0	l e7 h i ng1
lē-hî 1.0	l e7 h i5
lē-hîng 1.0	l e7 h i ng5
lē-iām 1.0	l e7 i a m_T7
lē-jī 1.0	l e7 j_T i7
lē-kui 1.0	l e7 k u i1
lē-kù 1.0	l e7 k u3
lē-nî 1.0	l e7 n i5
lē-sio̍k 1.0	l e7 s i er k_T8
lē-su 1.0	l e7 s u1
lē-tshun-hue 1.0	l e7 tsh u nn1 h u e1
lē-tsì 1.0	l e7 ts i3
lē-tsìng 1.0	l e7 ts i ng3
lēng 1.0	l e ng7
lī 1.0	l i7
lī-bóo 1.0	l i7 b_T o2
lī-bô-luā-hn̄g 1.0	l i7 b_T er5 l u a7 h ngs_T7
lī-bē-khui 1.0	l i7 b_T e7 kh u i1
lī-bī-kì 1.0	l i7 b_T i7 k i3
lī-bōo 1.0	l i7 b_T o7
lī-ha̍p 1.0	l i7 h a p_T8
lī-hiong 1.0	l i7 h i er ng1
lī-hiong-puē-tsénn 1.0	l i7 h i er ng1 p u e7 ts e nn_T2
lī-hn̄g 1.0	l i7 h ngs_T7
lī-hn̄g-hn̄g 1.0	l i7 h ngs_T7 h ngs_T7
lī-hun 1.0	l i7 h u nn1
lī-hun-su 1.0	l i7 h u nn1 s u1
lī-huānn 1.0	l i7 h u a nn_T7
lī-hîng 1.0	l i7 h i ng5
lī-hāi 1.0	l i7 h a i7
lī-hāi-ah 1.0	l i7 h a i7 a h_T4
lī-hāi-kuan-hē 1.0	l i7 h a i7 k u a nn1 h e7
lī-ik 1.0	l i7 i k_T4
lī-ik-lâng 1.0	l i7 i k_T4 l a ng5
lī-iâ 1.0	l i7 i a5
lī-iân 1.0	l i7 i a nn5
lī-iōng 1.0	l i7 i er ng7
lī-iōng-ki-huē 1.0	l i7 i er ng7 k i1 h u e7
lī-jiō 1.0	l i7 j_T i er7
lī-jiō-tse 1.0	l i7 j_T i er7 ts e1
lī-jīm 1.0	l i7 j_T i m_T7
lī-ka 1.0	l i7 k a1
lī-ka-tshut-tsáu 1.0	l i7 k a1 tsh u t_T4 ts a u2
lī-kha-tshíu 1.0	l i7 kh a1 tsh i u2
lī-khui 1.0	l i7 kh u i1
lī-khui-guán 1.0	l i7 kh u i1 g_T u a nn2
lī-khui-lán 1.0	l i7 kh u i1 l a nn2
lī-khui-lí 1.0	l i7 kh u i1 l i2
lī-khuì 1.0	l i7 kh u i3
lī-kháu 1.0	l i7 kh a u2
lī-khì 1.0	l i7 kh i3
lī-khòng-khòng-gōo 1.0	l i7 kh er ng3 kh er ng3 g_T o7
lī-kiat 1.0	l i7 k i a t_T4
lī-king 1.0	l i7 k i ng1
lī-kiong 1.0	l i7 k i er ng1
lī-kok 1.0	l i7 k er k_T4
lī-kuân 1.0	l i7 k u a nn5
lī-káu-mê 1.0	l i7 k a u2 m e5
lī-káu-mî 1.0	l i7 k a u2 m i5
lī-kí 1.0	l i7 k i2
lī-kí-tsú-gī 1.0	l i7 k i2 ts u2 g_T i7
lī-kíng 1.0	l i7 k i ng2
lī-kî 1.0	l i7 k i5
lī-kî-sit-tsong 1.0	l i7 k i5 s i t_T4 ts er ng1
lī-lo̍h 1.0	l i7 l er h_T8
lī-lu̍t 1.0	l i7 l u t_T8
lī-lâu 1.0	l i7 l a u5
lī-lîm 1.0	l i7 l i m_T5
lī-lī 1.0	l i7 l i7
lī-lī-lī 1.0	l i7 l i7 l i7
lī-lōo 1.0	l i7 l o7
lī-lōo-hián 1.0	l i7 l o7 h i a nn2
lī-má 1.0	l i7 m a2
lī-m̂ng-thang 1.0	l i7 ms_T ng5 th a ng1
lī-phóo 1.0	l i7 ph o2
lī-pia̍t 1.0	l i7 p i a t_T8
lī-piān 1.0	l i7 p i a nn7
lī-piān-ê 1.0	l i7 p i a nn7 e5
lī-pâng 1.0	l i7 p a ng5
lī-pè 1.0	l i7 p e3
lī-pí-a 1.0	l i7 p i2 a1
lī-pî 1.0	l i7 p i5
lī-pîng 1.0	l i7 p i ng5
lī-pīnn 1.0	l i7 p i nn_T7
lī-sik 1.0	l i7 s i k_T4
lī-sim 1.0	l i7 s i m_T1
lī-sin 1.0	l i7 s i nn1
lī-sit 1.0	l i7 s i t_T4
lī-siōng-ka-lī 1.0	l i7 s i er ng7 k a1 l i7
lī-siōng-lī 1.0	l i7 s i er ng7 l i7
lī-si̍k 1.0	l i7 s i k_T8
lī-su 1.0	l i7 s u1
lī-suí 1.0	l i7 s u i2
lī-sàn 1.0	l i7 s a nn3
lī-sè 1.0	l i7 s e3
lī-sè-koo 1.0	l i7 s e3 k o1
lī-sìnn 1.0	l i7 s i nn_T3
lī-sòng-kheh 1.0	l i7 s er ng3 kh e h_T4
lī-sûn 1.0	l i7 s u nn5
lī-thâu 1.0	l i7 th a u5
lī-tit 1.0	l i7 t i t_T4
lī-tsa̍p-gōo 1.0	l i7 ts a p_T8 g_T o7
lī-tsa̍p-lī 1.0	l i7 ts a p_T8 l i7
lī-tsa̍p-sann 1.0	l i7 ts a p_T8 s a nn_T1
lī-tshik 1.0	l i7 tsh i k_T4
lī-tshing 1.0	l i7 tsh i ng1
lī-tshut 1.0	l i7 tsh u t_T4
lī-tshut-lâi 1.0	l i7 tsh u t_T4 l a i5
lī-tshîu 1.0	l i7 tsh i u5
lī-tshī 1.0	l i7 tsh i7
lī-tsit 1.0	l i7 ts i t_T4
lī-tsi̍t 1.0	l i7 ts i t_T8
lī-tsuá 1.0	l i7 ts u a2
lī-tsuá-láng 1.0	l i7 ts u a2 l a ng2
lī-tsuí 1.0	l i7 ts u i2
lī-tsuí-khì 1.0	l i7 ts u i2 kh i3
lī-tsú 1.0	l i7 ts u2
lī-tē 1.0	l i7 t e7
lī-á 1.0	l i7 a2
lī-íu 1.0	l i7 i u2
lī-îu-khì 1.0	l i7 i u5 kh i3
lī-īng 1.0	l i7 i ng7
lī-īunn 1.0	l i7 i u nn_T7
lī-ūn 1.0	l i7 u nn7
līm 1.0	l i m_T7
līm-bīng 1.0	l i m_T7 b_T i ng7
līm-bū 1.0	l i m_T7 b_T u7
līm-hô 1.0	l i m_T7 h er5
līm-kî 1.0	l i m_T7 k i5
līm-lāi 1.0	l i m_T7 l a i7
līm-ì 1.0	l i m_T7 i3
līn 1.0	l i nn7
līn-hūn 1.0	l i nn7 h u nn7
līn-lōo 1.0	l i nn7 l o7
līn-sik 1.0	l i nn7 s i k_T4
līng 1.0	l i ng7
līng-bē 1.0	l i ng7 b_T e7
līng-guā 1.0	l i ng7 g_T u a7
līng-guā-tsia̍h 1.0	l i ng7 g_T u a7 ts i a h_T8
līng-gán-khuán-thāi 1.0	l i ng7 g_T a nn2 kh u a nn2 th a i7
līng-hing 1.0	l i ng7 h i ng1
līng-huē 1.0	l i ng7 h u e7
līng-hîng 1.0	l i ng7 h i ng5
līng-ji̍t 1.0	l i ng7 j_T i t_T8
līng-ji̍t-á 1.0	l i ng7 j_T i t_T8 a2
līng-kang 1.0	l i ng7 k a ng1
līng-kang-lah 1.0	l i ng7 k a ng1 l a h_T4
līng-khuì 1.0	l i ng7 kh u i3
līng-khì 1.0	l i ng7 kh i3
līng-khí-lôo-tsàu 1.0	l i ng7 kh i2 l o5 ts a u3
līng-kî 1.0	l i ng7 k i5
līng-li̍t 1.0	l i ng7 l i t_T8
līng-lông 1.0	l i ng7 l er ng5
līng-līng 1.0	l i ng7 l i ng7
līng-muē 1.0	l i ng7 m u e7
līng-sik 1.0	l i ng7 s i k_T4
līng-ti̍t 1.0	l i ng7 t i t_T8
līng-tsun 1.0	l i ng7 ts u nn1
līng-tsé 1.0	l i ng7 ts e2
līng-tông 1.0	l i ng7 t er ng5
līng-tē 1.0	l i ng7 t e7
līng-tē-hū 1.0	l i ng7 t e7 h u7
līng-uān 1.0	l i ng7 u a nn7
līng-ài 1.0	l i ng7 a i3
līng-á 1.0	l i ng7 a2
līu 1.0	l i u7
līu-ké 1.0	l i u7 k e2
līu-tsi̍t-pái 1.0	l i u7 ts i t_T8 p a i2
lĭn 1.0	l i nn9
lō 1.0	l er7
lō-lō 1.0	l er7 l er7
lō-lōo 1.0	l er7 l o7
lō-thé 1.0	l er7 th e2
lōk 1.0	l er k_T7
lōn 1.0	l er nn7
lōng 1.0	l er ng7
lōng-bān 1.0	l er ng7 b_T a nn7
lōng-bān-tsú-gī 1.0	l er ng7 b_T a nn7 ts u2 g_T i7
lōng-hiám 1.0	l er ng7 h i a m_T2
lōng-hue 1.0	l er ng7 h u e1
lōng-huì 1.0	l er ng7 h u i3
lōng-iông 1.0	l er ng7 i er ng5
lōng-ke-suànn-the̍h 1.0	l er ng7 k e1 s u a nn_T3 th e h_T8
lōng-khuân 1.0	l er ng7 kh u a nn5
lōng-kháu-huán-tsuat 1.0	l er ng7 kh a u2 h u a nn2 ts u a t_T4
lōng-kuân 1.0	l er ng7 k u a nn5
lōng-kuí 1.0	l er ng7 k u i2
lōng-ká-sîng-tsin 1.0	l er ng7 k a2 s i ng5 ts i nn1
lōng-káu-sio-kā 1.0	l er ng7 k a u2 s i er1 k a7
lōng-lian-líu 1.0	l er ng7 l i a nn1 l i u2
lōng-líu-lian 1.0	l er ng7 l i u2 l i a nn1
lōng-pang 1.0	l er ng7 p a ng1
lōng-pè 1.0	l er ng7 p e3
lōng-sóng 1.0	l er ng7 s er ng2
lōng-tiâu 1.0	l er ng7 t i a u5
lōng-tsiong 1.0	l er ng7 ts i er ng1
lōng-tsú 1.0	l er ng7 ts u2
lōng-tó 1.0	l er ng7 t er2
lōng-tōng 1.0	l er ng7 t er ng7
lōng-tōng-hàn 1.0	l er ng7 t er ng7 h a nn3
lōng-tōng-tsú 1.0	l er ng7 t er ng7 ts u2
lōo 1.0	l o7
lōo-bué 1.0	l o7 b_T u e2
lōo-bué-ji̍t 1.0	l o7 b_T u e2 j_T i t_T8
lōo-bué-tshíu 1.0	l o7 b_T u e2 tsh i u2
lōo-bé 1.0	l o7 b_T e2
lōo-bé-ji̍t 1.0	l o7 b_T e2 j_T i t_T8
lōo-bé-sin 1.0	l o7 b_T e2 s i nn1
lōo-bé-tshíu 1.0	l o7 b_T e2 tsh i u2
lōo-bīn 1.0	l o7 b_T i nn7
lōo-giō 1.0	l o7 g_T i er7
lōo-hiān 1.0	l o7 h i a nn7
lōo-hong 1.0	l o7 h er ng1
lōo-hué 1.0	l o7 h u e2
lōo-huì 1.0	l o7 h u i3
lōo-hóng 1.0	l o7 h er ng2
lōo-hûn 1.0	l o7 h u nn5
lōo-iânn 1.0	l o7 i a nn_T5
lōo-iōng 1.0	l o7 i er ng7
lōo-ka 1.0	l o7 k a1
lōo-ka-hok-im 1.0	l o7 k a1 h er k_T4 i m_T1
lōo-ke-suànn-the̍h 1.0	l o7 k e1 s u a nn_T3 th e h_T8
lōo-kháu 1.0	l o7 kh a u2
lōo-khì 1.0	l o7 kh i3
lōo-khì-tshiong-thian 1.0	l o7 kh i3 tsh i er ng1 th i a nn1
lōo-ki 1.0	l o7 k i1
lōo-king 1.0	l o7 k i ng1
lōo-kuan 1.0	l o7 k u a nn1
lōo-kut 1.0	l o7 k u t_T4
lōo-kuè 1.0	l o7 k u e3
lōo-ku̍t 1.0	l o7 k u t_T8
lōo-kè 1.0	l o7 k e3
lōo-kìng 1.0	l o7 k i ng3
lōo-kôo-bê 1.0	l o7 k o5 b_T e5
lōo-kôo-muâi 1.0	l o7 k o5 m u a i5
lōo-lê 1.0	l o7 l e5
lōo-lí 1.0	l o7 l i2
lōo-lōo 1.0	l o7 l o7
lōo-lōo-hián 1.0	l o7 l o7 h i a nn2
lōo-mā 1.0	l o7 m a7
lōo-mē 1.0	l o7 m e7
lōo-nih-hìnn 1.0	l o7 n i h_T4 h i nn_T3
lōo-ni̍h 1.0	l o7 n i h_T8
lōo-phiau 1.0	l o7 ph i a u1
lōo-piau 1.0	l o7 p i a u1
lōo-pinn 1.0	l o7 p i nn_T1
lōo-pinn-hue 1.0	l o7 p i nn_T1 h u e1
lōo-pinn-tànn-á 1.0	l o7 p i nn_T1 t a nn_T3 a2
lōo-pông-si 1.0	l o7 p er ng5 s i1
lōo-se-a 1.0	l o7 s e1 a1
lōo-si 1.0	l o7 s i1
lōo-si-kha 1.0	l o7 s i1 kh a1
lōo-siōng 1.0	l o7 s i er ng7
lōo-suah 1.0	l o7 s u a h_T4
lōo-suànn 1.0	l o7 s u a nn_T3
lōo-sái 1.0	l o7 s a i2
lōo-sè 1.0	l o7 s e3
lōo-sîunn 1.0	l o7 s i u nn_T5
lōo-thian 1.0	l o7 th i a nn1
lōo-thian-tiān-iánn 1.0	l o7 th i a nn1 t i a nn7 i a nn_T2
lōo-thâu 1.0	l o7 th a u5
lōo-thé 1.0	l o7 th e2
lōo-thîng 1.0	l o7 th i ng5
lōo-tik 1.0	l o7 t i k_T4
lōo-tik-kì 1.0	l o7 t i k_T4 k i3
lōo-tik-má-ting 1.0	l o7 t i k_T4 m a2 t i ng1
lōo-ting 1.0	l o7 t i ng1
lōo-tiong 1.0	l o7 t i er ng1
lōo-tiong-ng 1.0	l o7 t i er ng1 ngs_T1
lōo-tn̂g 1.0	l o7 t ngs_T5
lōo-tn̄g 1.0	l o7 t ngs_T7
lōo-tse 1.0	l o7 ts e1
lōo-tshiong 1.0	l o7 tsh i er ng1
lōo-tshut 1.0	l o7 tsh u t_T4
lōo-tshuì 1.0	l o7 tsh u i3
lōo-tshu̍t 1.0	l o7 tsh u t_T8
lōo-tsháu 1.0	l o7 tsh a u2
lōo-tsiò 1.0	l o7 ts i er3
lōo-tsiòng 1.0	l o7 ts i er ng3
lōo-tsuí 1.0	l o7 ts u i2
lōo-tsuā 1.0	l o7 ts u a7
lōo-tsè 1.0	l o7 ts e3
lōo-tsìnn 1.0	l o7 ts i nn_T3
lōo-tsām 1.0	l o7 ts a m_T7
lōo-tsām-pi 1.0	l o7 ts a m_T7 p i1
lōo-tsīunn 1.0	l o7 ts i u nn_T7
lōo-tuānn 1.0	l o7 t u a nn_T7
lōo-tànn 1.0	l o7 t a nn_T3
lōo-tâi 1.0	l o7 t a i5
lōo-tíng 1.0	l o7 t i ng2
lōo-tîng 1.0	l o7 t i ng5
lōo-tôo 1.0	l o7 t o5
lōo-tôo-iâu-uán 1.0	l o7 t o5 i a u5 u a nn2
lōo-tôo-tiàu-uán 1.0	l o7 t o5 t i a u3 u a nn2
lōo-īng 1.0	l o7 i ng7
lū 1.0	l u7
lū-kū 1.0	l u7 k u7
lū-sòng 1.0	l u7 s er ng3
lū-sòng-kheh 1.0	l u7 s er ng3 kh e h_T4
lū-tshing 1.0	l u7 tsh i ng1
lū-tshut-lâi 1.0	l u7 tsh u t_T4 l a i5
lū-tōng-pin 1.0	l u7 t er ng7 p i nn1
lūn 1.0	l u nn7
lūn-bûn 1.0	l u nn7 b_T u nn5
lūn-ge̍h 1.0	l u nn7 g_T e h_T8
lūn-gue̍h 1.0	l u nn7 g_T u e h_T8
lūn-gí 1.0	l u nn7 g_T i2
lūn-gú 1.0	l u nn7 g_T u2
lūn-huat 1.0	l u nn7 h u a t_T4
lūn-hì 1.0	l u nn7 h i3
lūn-ji̍t 1.0	l u nn7 j_T i t_T8
lūn-khí 1.0	l u nn7 kh i2
lūn-ku̍t 1.0	l u nn7 k u t_T8
lūn-ku̍t-îu 1.0	l u nn7 k u t_T8 i u5
lūn-kàu 1.0	l u nn7 k a u3
lūn-kè 1.0	l u nn7 k e3
lūn-lí 1.0	l u nn7 l i2
lūn-lūn 1.0	l u nn7 l u nn7
lūn-nî 1.0	l u nn7 n i5
lūn-piánn 1.0	l u nn7 p i a nn_T2
lūn-piánn-kauh 1.0	l u nn7 p i a nn_T2 k a u h_T4
lūn-piān 1.0	l u nn7 p i a nn7
lūn-suat 1.0	l u nn7 s u a t_T4
lūn-su̍t 1.0	l u nn7 s u t_T8
lūn-sìng 1.0	l u nn7 s i ng3
lūn-thôo 1.0	l u nn7 th o5
lūn-tiám 1.0	l u nn7 t i a m_T2
lūn-tiāu 1.0	l u nn7 t i a u7
lūn-ti̍k 1.0	l u nn7 t i k_T8
lūn-tsin 1.0	l u nn7 ts i nn1
lūn-tsing 1.0	l u nn7 ts i ng1
lūn-tsiàn 1.0	l u nn7 ts i a nn3
lūn-tsiá 1.0	l u nn7 ts i a2
lūn-tsuē 1.0	l u nn7 ts u e7
lūn-tsìng 1.0	l u nn7 ts i ng3
lūn-tuàn 1.0	l u nn7 t u a nn3
lūn-tuânn 1.0	l u nn7 t u a nn_T5
lūn-tê 1.0	l u nn7 t e5
lūn-tīng 1.0	l u nn7 t i ng7
lūn-á 1.0	l u nn7 a2
lūn-âu 1.0	l u nn7 a u5
m 1.0	ms_T1
ma 1.0	m a1
ma-lá-sóng 1.0	m a1 l a2 s er ng2
ma-ma 1.0	m a1 m a1
ma-ni-la 1.0	m a1 n i1 l a1
ma-tsi̍t-ē 1.0	m a1 ts i t_T8 e7
mah 1.0	m a h_T4
mai 1.0	m a i1
mau 1.0	m a u1
mau-lo̍h-khì 1.0	m a u1 l er h_T8 kh i3
mauh 1.0	m a u h_T4
mauh-lo̍h-khì 1.0	m a u h_T4 l er h_T8 kh i3
mauh-tshuì 1.0	m a u h_T4 tsh u i3
me 1.0	m e1
me-khí-lâi 1.0	m e1 kh i2 l a i5
me-lóng 1.0	m e1 l er ng2
me-me 1.0	m e1 m e1
me-á 1.0	m e1 a2
meh 1.0	m e h_T4
meh-meh 1.0	m e h_T4 m e h_T4
meh-á-tshài 1.0	m e h_T4 a2 tsh a i3
men 1.0	m e nn1
me̍h 1.0	m e h_T8
me̍h-kóng 1.0	m e h_T8 k er ng2
me̍h-kóo 1.0	m e h_T8 k o2
me̍h-lí 1.0	m e h_T8 l i2
me̍h-phok 1.0	m e h_T8 ph er k_T4
me̍h-tōng 1.0	m e h_T8 t er ng7
mh 1.0	ms_T h_T4
mi 1.0	m i1
mi-mi 1.0	m i1 m i1
mi-mi-mauh-mauh 1.0	m i1 m i1 m a u h_T4 m a u h_T4
mi-ni 1.0	m i1 n i1
miah 1.0	m i a h_T4
miat 1.0	m i a t_T4
mih 1.0	m i h_T4
mih-lâng 1.0	m i h_T4 l a ng5
mih-sái 1.0	m i h_T4 s a i2
mih-tāi 1.0	m i h_T4 t a i7
mih-á 1.0	m i h_T4 a2
min 1.0	m i nn1
miâ 1.0	m i a5
miâ-ba̍k 1.0	m i a5 b_T a k_T8
miâ-bōng 1.0	m i a5 b_T er ng7
miâ-gia̍h 1.0	m i a5 g_T i a h_T8
miâ-giân 1.0	m i a5 g_T i a nn5
miâ-gī 1.0	m i a5 g_T i7
miâ-hâm 1.0	m i a5 h a m_T5
miâ-hō 1.0	m i a5 h er7
miâ-hūn 1.0	m i a5 h u nn7
miâ-i 1.0	m i a5 i1
miâ-jī 1.0	m i a5 j_T i7
miâ-ka 1.0	m i a5 k a1
miâ-khik 1.0	m i a5 kh i k_T4
miâ-khì 1.0	m i a5 kh i3
miâ-kiò 1.0	m i a5 k i er3
miâ-kóng 1.0	m i a5 k er ng2
miâ-lia̍t 1.0	m i a5 l i a t_T8
miâ-lîu 1.0	m i a5 l i u5
miâ-lī 1.0	m i a5 l i7
miâ-phìnn 1.0	m i a5 ph i nn_T3
miâ-phōo 1.0	m i a5 ph o7
miâ-pâi 1.0	m i a5 p a i5
miâ-siann 1.0	m i a5 s i a nn_T1
miâ-siann-thàu-kiann-siânn 1.0	m i a5 s i a nn_T1 th a u3 k i a nn_T1 s i a nn_T5
miâ-siann-tháu 1.0	m i a5 s i a nn_T1 th a u2
miâ-siann-tsin-tháu 1.0	m i a5 s i a nn_T1 ts i nn1 th a u2
miâ-sènn 1.0	m i a5 s e nn_T3
miâ-sìnn 1.0	m i a5 s i nn_T3
miâ-sû 1.0	m i a5 s u5
miâ-thâu 1.0	m i a5 th a u5
miâ-tsheh 1.0	m i a5 tsh e h_T4
miâ-tshing 1.0	m i a5 tsh i ng1
miâ-tshì 1.0	m i a5 tsh i3
miâ-tshù 1.0	m i a5 tsh u3
miâ-tsiòng 1.0	m i a5 ts i er ng3
miâ-tuann 1.0	m i a5 t u a nn_T1
miâ-tī 1.0	m i a5 t i7
miâ-á-tsài 1.0	m i a5 a2 ts a i3
miâ-ê 1.0	m i a5 e5
miâ-îu 1.0	m i a5 i u5
miâ-ū 1.0	m i a5 u7
miânn 1.0	m i a nn_T5
miā 1.0	m i a7
miā-me̍h 1.0	m i a7 m e h_T8
miā-sòo 1.0	m i a7 s o3
miā-tiong 1.0	m i a7 t i er ng1
miā-té 1.0	m i a7 t e2
miā-tôo 1.0	m i a7 t o5
miā-àn 1.0	m i a7 a nn3
miā-ūn 1.0	m i a7 u nn7
miānn 1.0	m i a nn_T7
miāu 1.0	m i a u7
miāu-kè 1.0	m i a u7 k e3
miāu-thian 1.0	m i a u7 th i a nn1
mi̍h 1.0	m i h_T8
mi̍h-kiānn 1.0	m i h_T8 k i a nn_T7
mi̍h-kiānn-mah 1.0	m i h_T8 k i a nn_T7 m a h_T4
mi̍h-kè 1.0	m i h_T8 k e3
mi̍h-phuè 1.0	m i h_T8 ph u e3
mi̍h-phè 1.0	m i h_T8 ph e3
mi̍h-tsia̍h 1.0	m i h_T8 ts i a h_T8
mi̍h-á 1.0	m i h_T8 a2
mng 1.0	ms_T ng1
mng-mng 1.0	ms_T ng1 ms_T ng1
mn̍gh 1.0	m ngs_T h_T8
mn̍gh-kiānn 1.0	m ngs_T h_T8 k i a nn_T7
mo 1.0	m er1
moh 1.0	m er h_T4
moo 1.0	m o1
moo-hui 1.0	m o1 h u i1
moo-hē 1.0	m o1 h e7
moo-khì 1.0	m o1 kh i3
moo-khî 1.0	m o1 kh i5
moo-kńg-khang 1.0	m o1 k ngs_T2 kh a ng1
moo-me̍h 1.0	m o1 m e h_T8
moo-tshái 1.0	m o1 tsh a i2
mooh 1.0	m o h_T4
mooh-mooh 1.0	m o h_T4 m o h_T4
mooh-piah-kuí 1.0	m o h_T4 p i a h_T4 k u i2
mooh-piah-tû 1.0	m o h_T4 p i a h_T4 t u5
mooh-pài 1.0	m o h_T4 p a i3
mooh-tiâu 1.0	m o h_T4 t i a u5
moá 1.0	m er a2
moâ 1.0	m er a5
moê 1.0	m er e5
moē 1.0	m er e7
mo̍h 1.0	m er h_T8
mo̍oh 1.0	m o h_T8
